danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,title,artist,label
0.456,0.342,-8.162,0.0283,0.129,0.0,0.124,0.224,84.087,you & i (nobody in the world),john legend,0
0.719,0.671,-6.279,0.0336,0.0372,8.21e-06,0.12,0.786,130.027,cool kids,echosmith,0
0.67,0.737,-6.794,0.0434,0.223,0.0,0.325,0.753,92.958,sunshine & whiskey,frankie ballard,0
0.884,0.581,-8.813,0.0378,0.427,0.000206,0.0759,0.728,114.016,stolen dance,milky chance,0
0.566,0.664,-5.303,0.0464,0.634,0.0,0.116,0.437,128.945,take me to church,hozier,0
0.279,0.742,-6.46,0.0898,0.000185,0.0,0.593,0.328,189.868,animals,maroon 5,0
0.393,0.858,-2.868,0.0729,0.00359,0.0,0.102,0.56,176.042,centuries,fall out boy,0
0.484,0.944,-3.652,0.0413,0.0901,0.0,0.471,0.839,170.064,sun daze,florida georgia line,0
0.49,0.885,-4.121,0.0396,0.00218,0.0,0.0741,0.64,166.996,superheroes,the script,0
0.536,0.768,-5.948,0.0347,0.00433,0.0,0.114,0.545,77.217,steal my girl,one direction,0
0.59,0.724,-3.278,0.0439,0.04,4.07e-05,0.142,0.526,127.05,the days,avicii,0
0.76,0.703,-5.412,0.054,0.103,0.0,0.0913,0.57,95.997,blank space,taylor swift,0
0.553,0.664,-7.417,0.0741,0.0709,0.0056,0.106,0.467,140.06,wildest dreams,taylor swift,0
0.578,0.866,-3.804,0.0619,0.00701,0.0,0.257,0.619,128.038,shut up and dance,walk the moon,0
0.672,0.52,-7.747,0.0353,0.859,0.0,0.115,0.37,120.001,night changes,one direction,0
0.593,0.851,-5.456,0.0446,0.0683,0.0,0.271,0.344,119.987,i lived,onerepublic,0
0.682,0.838,-5.124,0.0861,0.377,0.000414,0.12,0.461,141.992,geronimo,sheppard,0
0.438,0.178,-9.402,0.0414,0.957,1.1e-06,0.316,0.344,75.25,have yourself a merry little christmas,sam smith,0
0.69,0.521,-8.492,0.339,0.324,0.0,0.0534,0.494,100.028,no role modelz,j. cole,0
0.645,0.669,-7.946,0.0638,0.00545,0.00138,0.0997,0.568,100.052,can't stop dancin',becky g,0
0.489,0.597,-6.633,0.0292,0.27,0.0,0.105,0.324,95.012,love me like you do,ellie goulding,0
0.484,0.938,-3.123,0.112,0.0706,0.0,0.236,0.444,165.049,irresistible,fall out boy,0
0.437,0.863,-5.28,0.0941,0.00302,0.0,0.144,0.233,194.073,blank space,i prevail,0
0.623,0.961,-2.616,0.0869,0.102,0.000171,0.264,0.668,149.963,uma thurman,fall out boy,0
0.746,0.873,-3.803,0.128,0.0244,0.0,0.354,0.817,148.075,trap queen,fetty wap,0
0.703,0.856,-6.336,0.0461,0.00064,0.00126,0.38,0.722,108.025,immortals,fall out boy,0
0.717,0.455,-8.303,0.0276,0.0846,0.0,0.11,0.389,127.812,budapest,george ezra,0
0.736,0.761,-5.449,0.0338,0.0966,0.0,0.0823,0.114,119.999,talking body,tove lo,0
0.5,0.225,-10.22,0.0302,0.842,0.0,0.112,0.355,173.788,girl crush,little big town,0
0.628,0.593,-5.036,0.0323,0.093,1.65e-06,0.096,0.104,125.026,one last time,ariana grande,0
0.62,0.805,-5.538,0.0417,0.00564,9.15e-05,0.285,0.586,122.062,i really like you,carly rae jepsen,0
0.772,0.643,-6.24,0.063,0.0102,0.0,0.0705,0.669,114.031,want to want me,jason derulo,0
0.646,0.431,-8.517,0.0262,0.637,6.99e-06,0.113,0.292,90.034,bright,echosmith,0
0.462,0.89,-4.853,0.0382,2.99e-05,0.00909,0.0685,0.383,155.008,failure,breaking benjamin,0
0.564,0.714,-4.987,0.129,0.0549,0.0,0.155,0.33,175.924,fight song,rachel platten,0
0.526,0.862,-6.003,0.0905,0.0144,0.0597,0.229,0.528,90.052,renegades,x ambassadors,0
0.734,0.637,-5.677,0.141,0.0462,2.29e-05,0.0602,0.648,169.977,stressed out,twenty one pilots,0
0.614,0.379,-10.48,0.0476,0.607,0.000464,0.0986,0.201,107.989,photograph,ed sheeran,0
0.565,0.551,-7.007,0.0687,0.0845,0.0,0.139,0.125,112.98,the hills,the weeknd,0
0.746,0.754,-6.684,0.0676,0.0152,0.0,0.0486,0.746,149.882,stitches,shawn mendes,0
0.574,0.742,-6.663,0.0513,0.309,0.0,0.11,0.69,154.042,buy me a boat,chris janson,0
0.628,0.683,-5.565,0.0467,0.246,0.0,0.176,0.462,99.8,like i can,sam smith,0
0.583,0.61,-5.639,0.0382,0.00425,0.000105,0.14,0.336,114.06,cool for the summer,demi lovato,0
0.612,0.921,-2.882,0.085,0.0183,0.0,0.0576,0.446,139.988,ex's & oh's,elle king,0
0.73,0.703,-5.672,0.0369,0.109,0.0,0.0657,0.595,138.113,drag me down,one direction,1
0.748,0.733,-4.421,0.072,0.0062,0.0,0.329,0.291,93.019,again,fetty wap,0
0.586,0.704,-4.772,0.0307,0.15,0.0,0.067,0.442,84.982,nothin' like you,dan + shay,0
0.381,0.844,-7.123,0.144,0.0131,0.0,0.318,0.239,194.0,cecilia and the satellite,andrew mcmahon in the wilderness,0
0.339,0.707,-5.121,0.0428,0.0113,0.0,0.337,0.359,173.993,new americana,halsey,0
0.713,0.526,-5.046,0.032,0.00767,0.000148,0.124,0.131,131.05,antidote,travis scott,0
0.749,0.815,-6.381,0.083,0.228,0.00117,0.0838,0.866,102.218,ginza,j balvin,0
0.672,0.593,-4.01,0.0304,0.0223,0.0,0.214,0.438,98.02,same old love,selena gomez,0
0.65,0.823,-5.717,0.0289,0.00159,0.0,0.0776,0.432,123.018,hold my hand,jess glynne,0
0.702,0.705,-6.666,0.0543,0.258,5.93e-06,0.0879,0.743,154.911,on my mind,ellie goulding,0
0.746,0.764,-5.066,0.0423,0.00116,8.19e-06,0.0867,0.518,137.98,rgf island,fetty wap,0
0.59,0.389,-9.245,0.0387,0.411,1.48e-06,0.117,0.389,166.055,die a happy man,thomas rhett,0
0.625,0.569,-5.954,0.0271,0.26,0.0,0.127,0.361,149.987,i got the boy,jana kramer,0
0.578,0.43,-6.134,0.0305,0.33,0.0,0.0854,0.288,78.991,hello,adele,1
0.679,0.748,-3.624,0.0385,0.0878,0.0,0.299,0.438,100.035,sorry,justin bieber,1
0.392,0.37,-10.888,0.0298,0.205,0.0096,0.0821,0.512,48.718,tennessee whiskey,chris stapleton,0
0.609,0.378,-9.828,0.438,0.835,0.0,0.28,0.515,100.418,love yourself,justin bieber,1
0.376,0.595,-5.936,0.0496,0.303,0.0,0.095,0.265,144.361,when we were young,adele,0
0.59,0.833,-6.503,0.0615,0.0142,5.4e-06,0.105,0.538,94.963,water under the bridge,adele,0
0.688,0.533,-8.363,0.0865,0.0355,3.48e-06,0.172,0.567,164.069,send my love (to your new lover),adele,0
0.405,0.3,-6.475,0.0378,0.894,0.0,0.154,0.24,162.355,remedy,adele,0
0.959,0.598,-5.534,0.0713,0.0358,0.0,0.358,0.408,127.028,best friend,young thug,0
0.667,0.613,-5.353,0.0345,0.4,0.0,0.115,0.472,91.024,one call away,charlie puth,0
0.491,0.641,-4.456,0.0282,0.0592,0.0,0.0857,0.299,136.1,you should be here,cole swindell,0
0.443,0.831,-5.606,0.0615,0.414,0.0,0.204,0.586,182.056,drunk on your love,brett eldredge,0
0.871,0.701,-5.594,0.0458,0.257,7.52e-06,0.0589,0.716,126.975,walking on a dream,empire of the sun,0
0.66,0.804,-6.133,0.0485,0.0402,0.0,0.129,0.359,109.0,something in the way you move,ellie goulding,0
0.517,0.743,-4.336,0.0363,0.243,3.36e-06,0.107,0.664,76.979,my church,maren morris,0
0.584,0.7,-4.275,0.0456,0.117,0.0,0.0939,0.438,124.944,pillowtalk,zayn,1
0.491,0.693,-6.487,0.0377,0.211,6.92e-06,0.325,0.412,90.027,hymn for the weekend,coldplay,0
0.628,0.737,-4.437,0.041,0.0625,0.0,0.0777,0.592,91.507,youth,troye sivan,0
0.664,0.573,-6.519,0.0277,0.613,0.000363,0.0857,0.566,76.023,ophelia,the lumineers,0
0.591,0.28,-5.494,0.0283,0.889,0.0,0.124,0.348,141.916,all i ask,adele,0
0.322,0.28,-9.367,0.0281,0.468,1.1e-06,0.102,0.175,85.794,the sound of silence,disturbed,0
0.705,0.609,-4.897,0.0307,0.0257,0.0,0.0846,0.476,115.474,try everything,shakira,0
0.645,0.713,-5.355,0.0393,0.00835,0.0,0.113,0.566,74.989,ride,twenty one pilots,0
0.468,0.627,-5.085,0.0476,0.0281,7.97e-06,0.11,0.159,179.642,faded,alan walker,0
0.757,0.678,-5.529,0.233,0.0472,9.14e-06,0.0654,0.82,120.075,ain't your mama,jennifer lopez,0
0.647,0.673,-5.992,0.176,0.172,0.0,0.223,0.527,179.971,wake up,fetty wap,0
0.523,0.666,-4.081,0.0327,0.401,0.0,0.0728,0.564,78.077,h.o.l.y.,florida georgia line,0
0.623,0.734,-5.95,0.107,0.0162,1.9e-06,0.145,0.372,107.853,into you,ariana grande,0
0.552,0.689,-6.444,0.0425,0.0915,0.0,0.27,0.349,99.961,wherever i go,onerepublic,0
0.389,0.665,-6.169,0.0644,0.178,0.000732,0.116,0.199,117.055,unsteady,x ambassadors,0
0.598,0.412,-9.328,0.333,0.623,0.00243,0.134,0.409,112.999,gold,kiiara,0
0.444,0.819,-4.078,0.341,0.106,0.0,0.107,0.747,82.695,treat you better,shawn mendes,0
0.732,0.396,-9.348,0.0286,0.0841,3.58e-05,0.105,0.548,90.024,heathens,twenty one pilots,0
0.7,0.742,-6.777,0.0716,0.0722,0.0199,0.11,0.197,91.959,dark necessities,red hot chili peppers,0
0.555,0.934,-5.04,0.113,0.00268,0.0,0.122,0.422,144.874,brand new,ben rector,0
0.694,0.712,-3.923,0.046,0.132,0.0,0.211,0.799,98.023,lush life,zara larsson,0
0.674,0.915,-3.999,0.0411,0.0282,0.00337,0.273,0.78,126.038,no money,galantis,0
0.447,0.356,-11.193,0.0419,0.0958,0.0,0.318,0.174,121.864,gangsta,kehlani,0
0.66,0.695,-7.076,0.113,0.313,7.17e-06,0.0752,0.204,101.997,cool girl,tove lo,0
0.633,0.395,-9.638,0.0857,0.692,0.000222,0.108,0.123,138.023,nikes,frank ocean,0
0.575,0.386,-9.584,0.037,0.785,0.000289,0.229,0.466,116.408,ivy,frank ocean,0
0.545,0.545,-7.362,0.107,0.667,5.48e-05,0.417,0.549,159.94,pink + white,frank ocean,0
0.555,0.662,-4.952,0.0827,0.125,0.0,0.111,0.356,148.128,mercy,shawn mendes,0
0.469,0.289,-10.625,0.0366,0.85,2.48e-06,0.161,0.258,133.805,solo,frank ocean,0
0.457,0.551,-9.36,0.167,0.427,1.15e-06,0.113,0.428,89.87,nights,frank ocean,0
0.319,0.739,-5.74,0.272,0.0285,0.0,0.111,0.449,194.169,scars to your beautiful,alessia cara,0
0.841,0.728,-3.37,0.0484,0.0847,0.0,0.149,0.43,130.049,goosebumps,travis scott,0
0.69,0.416,-7.865,0.0335,0.617,1.37e-06,0.102,0.479,82.45,blue ain't your color,keith urban,0
0.818,0.913,-3.06,0.0426,0.093,3.69e-05,0.161,0.536,119.986,my way,calvin harris,0
0.677,0.401,-8.467,0.0308,0.712,0.0,0.116,0.195,111.825,this town,niall horan,0
0.634,0.836,-3.004,0.0427,0.00609,0.000157,0.0828,0.715,139.957,handclap,fitz and the tantrums,0
0.518,0.686,-4.911,0.0313,0.114,0.0,0.114,0.337,144.064,wanna be that song,brett eldredge,0
0.495,0.762,-3.842,0.0862,0.591,0.0,0.0763,0.708,123.893,love me now,john legend,0
0.666,0.423,-8.012,0.0429,0.494,0.0,0.106,0.154,129.893,million reasons,lady gaga,0
0.576,0.782,-4.825,0.0296,0.00778,0.0,0.285,0.355,141.153,ain't my fault,zara larsson,0
0.596,0.732,-6.189,0.0401,0.0153,0.0,0.318,0.228,99.98,kids,onerepublic,0
0.631,0.953,-3.739,0.0343,0.0241,0.0155,0.108,0.422,141.99,alone,marshmello,0
0.358,0.557,-7.398,0.059,0.695,0.0,0.0902,0.494,85.043,say you won't let go,james arthur,0
0.28,0.344,-12.577,0.0293,0.715,0.00642,0.133,0.232,171.143,hallelujah,leonard cohen,0
0.791,0.655,-7.109,0.0417,0.123,0.0,0.0839,0.481,97.998,call on me,starley,0
0.718,0.583,-7.884,0.0288,0.623,0.000681,0.0612,0.422,119.971,love on the weekend,john mayer,0
0.853,0.56,-4.961,0.0406,0.013,0.0,0.0944,0.86,134.066,that's what i like,bruno mars,0
0.571,0.307,-10.958,0.0499,0.649,0.0,0.178,0.108,83.72,how far i'll go,auli'i cravalho,0
0.683,0.796,-4.179,0.0284,0.112,0.0,0.197,0.533,90.031,dirt on my boots,jon pardi,0
0.735,0.478,-12.472,0.0293,0.189,2.48e-06,0.355,0.947,107.682,last christmas,wham!,0
0.489,0.505,-8.022,0.117,0.579,0.000333,0.104,0.337,163.255,way down we go,kaleo,0
0.492,0.506,-8.022,0.118,0.58,0.00032,0.104,0.338,163.522,way down we go,kaleo,0
0.407,0.416,-8.915,0.174,0.656,0.0,0.0981,0.246,176.947,hate u love u,olivia o'brien,0
0.899,0.626,-4.228,0.292,0.076,0.0,0.0631,0.873,88.007,shaky shaky,daddy yankee,0
0.825,0.652,-3.183,0.0802,0.581,0.0,0.0931,0.931,95.977,shape of you,ed sheeran,1
0.653,0.658,-6.428,0.0304,0.0215,1.66e-06,0.0939,0.219,99.99,paris,the chainsmokers,1
0.722,0.417,-6.825,0.0618,0.39,0.0,0.0612,0.451,113.965,issues,julia michaels,0
0.732,0.458,-7.225,0.0311,0.447,0.0,0.136,0.661,98.942,body like a back road,sam hunt,0
0.683,0.691,-5.535,0.0432,0.243,0.0,0.14,0.732,179.91,el amante,nicky jam,0
0.776,0.78,-4.374,0.128,0.0622,0.0,0.081,0.666,124.949,believer,imagine dragons,0
0.607,0.536,-7.306,0.0305,0.386,0.0,0.102,0.434,147.986,in case you didn't know,brett young,0
0.763,0.726,-6.405,0.282,0.259,0.0,0.0976,0.349,139.059,look at me!,xxxtentacion,0
0.497,0.489,-7.724,0.294,0.0576,9.91e-05,0.122,0.231,171.853,tunnel vision,kodak black,0
0.618,0.439,-5.63,0.0269,0.424,0.0,0.127,0.242,139.983,how would you feel (paean),ed sheeran,0
0.833,0.434,-8.795,0.431,0.0102,0.0219,0.165,0.281,150.062,mask off,future,0
0.599,0.448,-6.312,0.0232,0.163,0.0,0.106,0.168,95.05,perfect,ed sheeran,0
0.776,0.503,-5.732,0.237,0.874,0.0,0.112,0.473,110.134,chanel,frank ocean,0
0.908,0.621,-6.638,0.102,0.000282,5.39e-05,0.0958,0.421,150.011,humble.,kendrick lamar,1
0.76,0.303,-11.362,0.0284,0.238,8.09e-06,0.294,0.15,99.991,the one,the chainsmokers,0
0.501,0.836,-3.587,0.0488,0.208,0.0,0.152,0.617,159.849,how not to,dan + shay,0
0.602,0.707,-4.097,0.302,0.393,0.0,0.165,0.554,75.087,human,rag'n'bone man,0
0.67,0.585,-4.861,0.0354,0.107,1.11e-06,0.131,0.447,110.03,now or never,halsey,0
0.696,0.506,-4.863,0.0325,0.0799,0.0,0.0893,0.516,100.003,the cure,lady gaga,0
0.544,0.369,-9.514,0.038,0.969,0.279,0.639,0.102,87.01,the night we met,lord huron,0
0.866,0.813,-4.063,0.0554,0.38,0.0,0.0779,0.969,121.998,there's nothing holdin' me back,shawn mendes,0
0.775,0.613,-4.586,0.0542,0.109,2.33e-05,0.134,0.797,100.066,attention,charlie puth,0
0.745,0.593,-6.35,0.0524,0.00522,5.06e-06,0.123,0.17,111.001,do re mi,blackbear,0
0.695,0.818,-5.379,0.0334,0.00647,4.87e-06,0.0219,0.916,119.965,hard times,paramore,0
0.605,0.822,-4.833,0.0438,0.00671,0.134,0.147,0.288,167.997,thunder,imagine dragons,0
0.965,0.414,-6.408,0.0712,0.189,0.0,0.0767,0.729,121.032,bad liar,selena gomez,0
0.672,0.655,-5.021,0.0311,0.0362,0.0,0.117,0.556,134.945,whatever it takes,imagine dragons,0
0.766,0.756,-5.861,0.132,0.213,0.0,0.349,0.716,94.027,felices los 4,maluma,0
0.763,0.628,-5.85,0.05,0.0531,0.0,0.114,0.193,140.958,butterfly effect,travis scott,0
0.596,0.833,-4.308,0.0474,0.0563,0.0,0.0866,0.618,115.997,heartache on the dance floor,jon pardi,0
0.705,0.643,-6.929,0.232,0.0242,0.0,0.262,0.884,143.944,sorry not sorry,demi lovato,0
0.762,0.7,-6.021,0.0694,0.00261,1.56e-05,0.153,0.608,116.073,new rules,dua lipa,0
0.639,0.427,-6.512,0.0368,0.434,1.14e-05,0.0903,0.322,139.899,every little thing,carly pearce,0
0.561,0.887,-5.013,0.0889,0.0297,0.0,0.352,0.792,158.032,fix a drink,chris janson,0
0.872,0.391,-9.144,0.242,0.469,4.13e-06,0.297,0.437,134.021,jocelyn flores,xxxtentacion,0
0.734,0.57,-7.066,0.133,0.847,2.14e-05,0.112,0.689,129.953,everybody dies in their nightmares,xxxtentacion,0
0.746,0.251,-16.169,0.259,0.782,0.00203,0.106,0.18,139.999,revenge,xxxtentacion,0
0.769,0.156,-10.7,0.035,0.585,0.015,0.102,0.527,105.95,depression & obsession,xxxtentacion,0
0.731,0.204,-11.314,0.0369,0.307,0.0109,0.0989,0.191,142.141,save me,xxxtentacion,0
0.735,0.197,-13.378,0.537,0.768,0.000276,0.296,0.383,147.899,carry on,xxxtentacion,0
0.675,0.751,-3.539,0.0296,0.0604,0.0,0.0893,0.612,118.384,bad at love,halsey,0
0.681,0.372,-8.237,0.0432,0.64,0.0,0.169,0.476,91.873,too good at goodbyes,sam smith,1
0.936,0.523,-6.71,0.0597,0.239,0.0,0.117,0.699,119.889,gucci gang,lil pump,0
0.599,0.775,-4.018,0.0543,0.0217,0.0,0.0678,0.696,129.817,dna,bts,0
0.845,0.561,-5.253,0.0778,0.211,3.49e-06,0.0383,0.811,109.974,how long,charlie puth,0
0.677,0.556,-6.544,0.0306,0.263,0.0,0.105,0.521,80.006,heaven,kane brown,0
0.554,0.722,-6.005,0.034,0.119,0.0,0.0861,0.558,134.058,yours,russell dickerson,0
0.634,0.666,-5.489,0.029,0.139,0.0,0.216,0.625,80.989,all on me,devin dawson,0
0.66,0.775,-4.926,0.172,0.0553,0.0,0.129,0.635,157.036,gummo,6ix9ine,0
0.821,0.434,-9.194,0.118,0.434,0.0,0.128,0.241,120.012,betrayed,lil xan,0
0.885,0.641,-4.455,0.351,0.175,0.0,0.234,0.201,91.167,kooda,6ix9ine,0
0.333,0.412,-8.633,0.029,0.0977,0.0,0.113,0.474,85.028,marry me,thomas rhett,0
0.637,0.713,-4.333,0.0747,0.181,0.000637,0.137,0.243,129.923,never be the same,camila cabello,0
0.277,0.394,-8.903,0.0336,0.423,0.0,0.0952,0.227,86.777,never enough,loren allred,0
0.489,0.581,-5.731,0.0281,0.0312,0.0,0.132,0.494,86.016,tequila,dan + shay,0
0.836,0.544,-5.975,0.0943,0.0403,0.0,0.0824,0.51,97.028,idgaf,dua lipa,0
0.754,0.449,-9.211,0.109,0.0332,8.29e-05,0.552,0.357,77.169,god's plan,drake,1
0.71,0.789,-3.874,0.0722,0.0161,2.77e-06,0.451,0.717,142.929,mine,bazzi,0
0.663,0.577,-7.518,0.0531,0.109,0.0,0.12,0.454,89.996,sick boy,the chainsmokers,0
0.783,0.84,-3.416,0.051,0.174,0.0,0.412,0.838,95.002,dura,daddy yankee,0
0.634,0.903,-3.588,0.0323,0.0465,0.0,0.255,0.559,100.083,singles you up,jordan davis,0
0.733,0.768,-4.481,0.0354,0.0197,1.03e-06,0.0643,0.83,105.006,a girl like you,easton corbin,0
0.752,0.505,-7.621,0.253,0.535,2.55e-06,0.104,0.419,91.97,i like me better,lauv,0
0.764,0.711,-3.818,0.288,0.175,0.0,0.105,0.774,90.076,billy,6ix9ine,0
0.74,0.613,-4.88,0.145,0.258,0.00372,0.123,0.473,75.023,sad!,xxxtentacion,0
0.669,0.308,-10.068,0.029,0.883,0.0,0.0984,0.52,64.934,changes,xxxtentacion,0
0.448,0.826,-3.244,0.0319,0.00756,0.0,0.117,0.19,77.093,zombie,bad wolves,0
0.921,0.537,-5.723,0.0804,0.556,0.00404,0.102,0.711,128.009,moonlight,xxxtentacion,0
0.699,0.304,-11.192,0.0993,0.779,0.000993,0.137,0.271,119.705,the remedy for a broken heart (why am i so in love),xxxtentacion,0
0.622,0.711,-7.321,0.0665,0.0573,0.0,0.13,0.487,140.016,in my blood,shawn mendes,0
0.414,0.416,-8.024,0.0251,0.1,0.179,0.131,0.196,159.91,numb,xxxtentacion,0
0.873,0.663,-4.086,0.15,0.0216,0.000356,0.0867,0.525,135.499,going down!,xxxtentacion,0
0.475,0.752,-6.596,0.0467,0.00703,0.0,0.406,0.515,154.957,everybody hates me,the chainsmokers,0
0.461,0.593,-4.954,0.0356,0.17,0.0,0.307,0.175,134.17,call out my name,the weeknd,1
0.835,0.561,-8.248,0.4,0.0264,0.0,0.095,0.499,152.152,be careful,cardi b,0
0.46,0.566,-5.637,0.0502,0.239,5.96e-06,0.0967,0.189,168.408,let me,zayn,0
0.728,0.584,-7.255,0.176,0.0524,0.0,0.0658,0.365,161.9,gotti,6ix9ine,0
0.699,0.713,-5.507,0.0594,0.04,3.11e-06,0.294,0.354,121.993,no tears left to cry,ariana grande,1
0.551,0.402,-7.431,0.0262,0.676,0.0,0.0928,0.382,103.313,beautiful crazy,luke combs,0
0.638,0.367,-7.906,0.0266,0.84,0.0,0.0999,0.219,71.957,mercy,brett young,0
0.6,0.683,-6.271,0.0493,0.0984,1.26e-06,0.11,0.494,102.036,back to you,selena gomez,0
0.557,0.719,-4.515,0.0371,0.00267,0.0,0.306,0.345,77.502,fake love,bts,1
0.579,0.904,-2.729,0.0618,0.193,0.0,0.064,0.681,82.014,high hopes,panic! at the disco,0
0.362,0.882,-3.717,0.0973,0.0791,0.0,0.15,0.864,199.811,simple,florida georgia line,0
0.534,0.784,-3.59,0.0339,0.205,0.00579,0.106,0.6,92.147,africa,weezer,0
0.596,0.854,-5.114,0.463,0.0169,0.0,0.124,0.152,120.274,youngblood,5 seconds of summer,0
0.671,0.859,-3.922,0.0833,0.0313,0.0,0.267,0.39,139.931,ddu-du ddu-du,blackpink,0
0.592,0.457,-6.081,0.0603,0.661,0.000331,0.146,0.225,146.04,hope,xxxtentacion,0
0.354,0.753,-6.274,0.743,0.0836,0.0,0.314,0.455,191.139,growing pains,alessia cara,0
0.602,0.658,-5.934,0.0558,0.0233,6e-05,0.237,0.268,145.031,god is a woman,ariana grande,0
0.494,0.632,-6.89,0.0342,0.682,0.0,0.0869,0.0797,147.873,you say,lauren daigle,0
0.666,0.728,-5.808,0.0419,0.00175,4.26e-06,0.0429,0.51,122.996,broken,lovelytheband,0
0.63,0.694,-6.257,0.0253,0.00281,0.0,0.0719,0.216,97.005,i'm a mess,bebe rexha,0
0.704,0.611,-6.112,0.0409,0.217,0.0,0.0812,0.22,100.0,natural,imagine dragons,0
0.683,0.534,-10.348,0.189,0.519,0.247,0.148,0.284,150.469,you should see me in a crown,billie eilish,0
0.834,0.73,-3.714,0.222,0.00513,0.0,0.124,0.446,155.008,sicko mode,travis scott,1
0.487,0.789,-3.69,0.044,0.00947,4.05e-06,0.189,0.0564,150.007,stargazing,travis scott,1
0.785,0.554,-6.571,0.0409,0.283,3.4e-06,0.116,0.144,128.047,yosemite,travis scott,0
0.741,0.645,-5.116,0.0963,0.192,0.0,0.163,0.488,149.07,wake up,travis scott,0
0.731,0.811,-3.225,0.0712,0.0204,0.0,0.411,0.426,147.045,no bystanders,travis scott,0
0.712,0.481,-5.415,0.0487,0.173,0.0,0.241,0.062,140.0,5% tint,travis scott,0
0.702,0.708,-5.366,0.0547,0.201,0.0,0.118,0.713,147.98,can't say,travis scott,0
0.46,0.686,-5.948,0.0367,0.00146,0.0,0.375,0.252,148.054,skeletons,travis scott,0
0.7,0.46,-8.111,0.0661,0.142,4.81e-05,0.111,0.286,151.901,astrothunder,travis scott,0
0.643,0.638,-4.947,0.0407,0.204,0.0,0.0707,0.6,82.001,have it all,jason mraz,0
0.755,0.77,-5.658,0.187,0.312,2.34e-06,0.0628,0.642,114.965,the way i am,charlie puth,0
0.895,0.839,-4.51,0.227,0.217,2.89e-06,0.239,0.754,149.952,rap devil,machine gun kelly,0
0.616,0.437,-5.968,0.0298,0.351,0.0,0.24,0.386,135.939,speechless,dan + shay,0
0.752,0.488,-7.05,0.0705,0.297,9.11e-06,0.0936,0.533,136.041,without me,halsey,0
0.78,0.492,-3.4,0.0671,0.0643,0.0313,0.174,0.374,143.983,bad!,xxxtentacion,0
0.383,0.637,-6.993,0.0703,0.0722,0.0,0.368,0.0827,177.913,bad liar,imagine dragons,0
0.511,0.363,-7.65,0.041,0.816,0.0317,0.084,0.169,144.892,ocean eyes,billie eilish,0
0.454,0.66,-4.357,0.168,0.0364,0.0,0.181,0.568,184.353,burn the house down,ajr,0
0.484,0.332,-10.312,0.037,0.787,0.0,0.373,0.683,134.999,let it snow! let it snow! let it snow!,dean martin,0
0.918,0.362,-9.943,0.0905,0.116,0.0,0.263,0.744,120.007,calling my spirit,kodak black,0
0.712,0.374,-10.215,0.511,0.795,0.0,0.187,0.779,133.952,guardian angel,xxxtentacion,0
0.492,0.712,-7.278,0.691,0.564,9.1e-05,0.357,0.23,137.453,train food,xxxtentacion,0
0.639,0.312,-9.902,0.0301,0.774,0.469,0.0857,0.347,103.369,what are you so afraid of,xxxtentacion,0
0.557,0.338,-9.892,0.0257,0.134,0.00184,0.14,0.689,140.935,staring at the sky,xxxtentacion,0
0.672,0.601,-6.469,0.0279,0.128,0.0,0.0824,0.763,94.699,wonderful christmastime,paul mccartney,0
0.775,0.608,-6.264,0.128,0.128,0.0,0.0895,0.56,137.494,cozy little christmas,katy perry,0
0.72,0.706,-4.719,0.0473,0.0684,0.0,0.166,0.62,133.002,sweet but psycho,ava max,0
0.506,0.475,-7.552,0.0324,0.83,0.00411,0.124,0.596,94.494,blue christmas,elvis presley,0
0.829,0.886,-1.746,0.112,0.259,0.0,0.0559,0.777,115.056,baby shark,pinkfong,0
0.665,0.699,-5.265,0.0578,0.423,0.0,0.0969,0.585,124.896,ruin my life,zara larsson,0
0.672,0.724,-5.61,0.0244,0.292,0.0,0.231,0.801,99.975,burn out,midland,0
0.483,0.412,-8.461,0.0402,0.737,0.0,0.116,0.247,170.163,idontwannabeyouanymore,billie eilish,0
0.778,0.317,-10.732,0.334,0.592,0.0,0.0881,0.327,140.048,7 rings,ariana grande,1
0.445,0.537,-5.477,0.0311,0.331,5e-05,0.0866,0.246,157.98,on my way to you,cody johnson,0
0.887,0.388,-14.505,0.349,0.739,0.143,0.106,0.205,120.035,bury a friend,billie eilish,0
0.68,0.313,-13.672,0.0347,0.582,0.0,0.19,0.405,135.034,sauce!,xxxtentacion,0
0.581,0.197,-7.697,0.0329,0.88,0.0,0.107,0.349,130.367,rainbow,kacey musgraves,0
0.566,0.825,-4.245,0.0416,0.00308,0.0,0.0779,0.609,160.003,one that got away,michael ray,0
0.548,0.483,-9.102,0.0268,0.515,0.0674,0.0922,0.166,159.952,i guess i just feel like,john mayer,0
0.842,0.734,-5.065,0.0588,0.0427,0.0,0.106,0.952,137.958,sucker,jonas brothers,1
0.853,0.351,-10.198,0.241,0.39,9.38e-06,0.752,0.282,118.028,wish you were gay,billie eilish,0
0.614,0.68,-4.58,0.0289,0.369,1.84e-06,0.115,0.707,149.959,whiskey glasses,morgan wallen,0
0.442,0.579,-6.484,0.145,0.489,1.04e-06,0.126,0.546,83.336,undrunk,fletcher,0
0.674,0.881,-2.853,0.147,0.296,3.01e-06,0.0793,0.234,98.994,don't call me up,mabel,0
